book,chapter,verse,text,version
PRO,22,4,"Recompensa de la humildad y del temor del Señorson las riquezas, la honra y la vida.",NVI
PRO,22,5,"Espinas y trampas hay en la senda de los impíos,pero el que cuida su vida se aleja de ellas.",NVI
PRO,22,6,"Instruye al niño en el camino correcto,y aun en su vejez no lo abandonará.",NVI
PRO,22,7,Los ricos son los amos de los pobres;los deudores son esclavos de sus acreedores.,NVI
PRO,22,8,El que siembra maldad cosecha desgracias;el Señor lo destruirá con el cetro de su ira.,NVI
PRO,22,9,"El que es generoso será bendecido,pues comparte su comida con los pobres.",NVI
PRO,22,10,"Despide al insolente, y se irá la discordia,y cesarán los pleitos y los insultos.",NVI
PRO,22,11,El que ama la pureza de corazón y tiene gracia al hablartendrá por amigo al rey.,NVI
PRO,22,12,"Los ojos del Señor protegen el saber,pero desbaratan las palabras del traidor.",NVI
PRO,22,13,«¡Hay un león allí afuera! —dice el holgazán—.¡En plena calle me va a hacer pedazos!»,NVI
PRO,22,14,La boca de la adúltera es una fosa profunda;en ella caerá quien esté bajo la ira del Señor,NVI
PRO,22,15,"La necedad es parte del corazón juvenil,pero la vara de la disciplina la corrige.",NVI
PRO,22,16,"Oprimir al pobre para enriquecerse,y hacerle regalos al rico,¡buena manera de empobrecerse!",NVI
PRO,22,17,"Presta atención, escucha mis palabras;aplica tu corazón a mi conocimiento.",NVI
PRO,22,18,"Grato es retenerlas dentro de ti,y tenerlas todas a flor de labios.",NVI
PRO,22,19,"A ti te las enseño en este día,para que pongas tu confianza en el Señor",NVI
PRO,22,20,¿Acaso no te he escrito treinta dichosque contienen sabios consejos?,NVI
PRO,22,21,"Son para enseñarte palabras ciertas y confiables,para que sepas responder bien a quien te pregunte.",NVI
PRO,22,22,"No explotes al pobre porque es pobre,ni oprimas en los tribunales a los necesitados;",NVI
PRO,22,23,"porque el Señor defenderá su causa,y despojará a quienes los despojen.",NVI
PRO,22,24,"No te hagas amigo de gente violenta,ni te juntes con los iracundos,",NVI
PRO,22,25,no sea que aprendas sus malas costumbresy tú mismo caigas en la trampa.,NVI
PRO,22,26,No te comprometas por otrosni salgas fiador de deudas ajenas;,NVI
PRO,22,27,"porque, si no tienes con qué pagar,te quitarán hasta la cama en que duermes.",NVI
PRO,22,28,No cambies de lugar los linderos antiguosque establecieron tus antepasados.,NVI
PRO,23,1,"Cuando te sientes a comer con un gobernante,fíjate bien en lo que tienes ante ti.",NVI
PRO,23,2,"Si eres dado a la glotonería,domina tu apetito.",NVI
PRO,23,3,"No codicies sus manjares,pues tal comida no es más que un engaño.",NVI
PRO,23,4,No te afanes acumulando riquezas;no te obsesiones con ellas.,NVI
PRO,23,5,"¿Acaso has podido verlas? ¡No existen!Es como si les salieran alas,pues se van volando como las águilas.",NVI
PRO,23,6,"No te sientes a la mesa de un tacaño,ni codicies sus manjares,",NVI
PRO,23,7,"que son como un pelo en la garganta.«Come y bebe», te dirá,pero no te lo dirá de corazón.",NVI
PRO,23,8,"Acabarás vomitando lo que hayas comido,y tus cumplidos no habrán servido de nada.",NVI
PRO,23,9,"A oídos del necio jamás dirijas palabra,pues se burlará de tus sabios consejos.",NVI
PRO,23,10,"No cambies de lugar los linderos antiguos,ni invadas la propiedad de los huérfanos,",NVI
PRO,23,11,porque su Defensor es muy poderosoy contra ti defenderá su causa.,NVI
PRO,23,12,Aplica tu corazón a la disciplinay tus oídos al conocimiento.,NVI
PRO,23,13,"No dejes de disciplinar al joven,que de unos cuantos azotes no se morirá.",NVI
PRO,23,14,"Dale unos buenos azotes,y así lo librarás del sepulcro",NVI
PRO,23,15,"Hijo mío, si tu corazón es sabio,también mi corazón se regocijará;",NVI
PRO,23,16,en lo íntimo de mi ser me alegrarécuando tus labios hablen con rectitud.,NVI
PRO,23,17,"No envidies en tu corazón a los pecadores;más bien, muéstrate siempre celoso en el temor del Señor",NVI
PRO,23,18,"Cuentas con una esperanza futura,la cual no será destruida.",NVI
PRO,23,19,"Hijo mío, presta atención y sé sabio;mantén tu corazón en el camino recto.",NVI
PRO,23,20,"No te juntes con los que beben mucho vino,ni con los que se hartan de carne,",NVI
PRO,23,21,"pues borrachos y glotones, por su indolencia,acaban harapientos y en la pobreza.",NVI
PRO,23,22,"Escucha a tu padre, que te engendró,y no desprecies a tu madre cuando sea anciana.",NVI
PRO,23,23,"Adquiere la verdad y la sabiduría,la disciplina y el discernimiento,¡y no los vendas!",NVI
PRO,23,24,El padre del justo experimenta gran regocijo;quien tiene un hijo sabio se solaza en él.,NVI
PRO,23,25,¡Que se alegren tu padre y tu madre!¡Que se regocije la que te dio la vida!,NVI
PRO,23,26,"Dame, hijo mío, tu corazóny no pierdas de vista mis caminos.",NVI
PRO,23,27,"Porque fosa profunda es la prostituta,y estrecho pozo, la mujer ajena.",NVI
PRO,23,28,"Se pone al acecho, como un bandido,y multiplica la infidelidad de los hombres.",NVI
PRO,23,29,¿De quién son los lamentos? ¿De quién los pesares?¿De quién son los pleitos? ¿De quién las quejas?¿De quién son las heridas gratuitas?¿De quién los ojos morados?,NVI
PRO,23,30,¡Del que no suelta la botella de vinoni deja de probar licores!,NVI
PRO,23,31,"No te fijes en lo rojo que es el vino,ni en cómo brilla en la copa,ni en la suavidad con que se desliza;",NVI
PRO,23,32,porque acaba mordiendo como serpientey envenenando como víbora.,NVI
PRO,23,33,"Tus ojos verán alucinaciones,y tu mente imaginará estupideces.",NVI
PRO,23,34,"Te parecerá estar durmiendo en alta mar,acostado sobre el mástil mayor.",NVI
PRO,24,1,"No envidies a los malvados,ni procures su compañía;",NVI
PRO,24,2,"porque en su corazón traman violencia,y no hablan más que de cometer fechorías.",NVI
PRO,24,3,Con sabiduría se construye la casa;con inteligencia se echan los cimientos.,NVI
PRO,24,4,Con buen juicio se llenan sus cuartosde bellos y extraordinarios tesoros.,NVI
PRO,24,5,"El que es sabio tiene gran poder,y el que es entendido aumenta su fuerza.",NVI
PRO,24,6,La guerra se hace con buena estrategia;la victoria se alcanza con muchos consejeros.,NVI
PRO,24,7,"La sabiduría no está al alcance del necio,que en la asamblea del pueblo nada tiene que decir.",NVI
PRO,24,8,Al que hace planes malvadoslo llamarán intrigante.,NVI
PRO,24,9,"Las intrigas del necio son pecado,y todos aborrecen a los insolentes.",NVI
PRO,24,10,"Si en el día de la aflicción te desanimas,muy limitada es tu fortaleza.",NVI
PRO,24,11,Rescata a los que van rumbo a la muerte;detén a los que a tumbos avanzan al suplicio.,NVI
PRO,24,12,"Pues, aunque digas: «Yo no lo sabía»,¿no habrá de darse cuenta el que pesa los corazones?¿No habrá de saberlo el que vigila tu vida,el que paga a cada uno según sus acciones?",NVI
PRO,24,13,"Come la miel, hijo mío, que es deliciosa;dulce al paladar es la miel del panal.",NVI
PRO,24,14,"Así de dulce sea la sabiduría a tu alma;si das con ella, tendrás buen futuro;tendrás una esperanza que no será destruida.",NVI
PRO,24,15,"No aceches cual malvado la casa del justo,ni arrases el lugar donde habita;",NVI
PRO,24,16,"porque siete veces podrá caer el justo,pero otras tantas se levantará;los malvados, en cambio,se hundirán en la desgracia.",NVI
PRO,24,17,"No te alegres cuando caiga tu enemigo,ni se regocije tu corazón ante su desgracia,",NVI
PRO,24,18,"no sea que el Señor lo vea y no lo apruebe,y aparte de él su enojo.",NVI
PRO,24,19,"No te alteres por causa de los malvados,ni sientas envidia de los impíos,",NVI
PRO,24,20,porque el malvado no tiene porvenir;¡la lámpara del impío se apagará!,NVI
PRO,24,21,"Hijo mío, teme al Señor y honra al rey,y no te juntes con los rebeldes,",NVI
PRO,24,22,porque de los dos recibirás un castigo repentino¡y quién sabe qué calamidades sobrevendrán!,NVI
PRO,24,23,También estos son dichos de los sabios:No es correcto ser parcial en el juicio.,NVI
PRO,24,24,"Maldecirán los pueblos, y despreciarán las naciones,a quien declare inocente al culpable.",NVI
PRO,24,25,"Pero bien vistos serán, y bendecidos,los que condenen al culpable.",NVI
PRO,24,26,Una respuesta sinceraes como un beso en los labios.,NVI
PRO,24,27,"Prepara primero tus faenas de cultivoy ten listos tus campos para la siembra;después de eso, construye tu casa.",NVI
PRO,24,28,"No testifiques sin razón contra tu prójimo,ni mientas con tus labios.",NVI
PRO,24,29,No digas: «Le haré lo mismo que me hizo;le pagaré con la misma moneda».,NVI
PRO,24,30,"Pasé por el campo del perezoso,por la viña del falto de juicio.",NVI
PRO,24,31,"Había espinas por todas partes;la hierba cubría el terreno,y el lindero de piedras estaba en ruinas.",NVI
PRO,24,32,"Guardé en mi corazón lo observado,y de lo visto saqué una lección:",NVI
PRO,24,33,"Un corto sueño, una breve siesta,un pequeño descanso, cruzado de brazos…",NVI
PRO,25,1,"Estos son otros proverbios de Salomón, copiados por los escribas de Ezequías, rey de Judá.",NVI
PRO,25,2,"Gloria de Dios es ocultar un asunto,y gloria de los reyes el investigarlo.",NVI
PRO,25,3,Tan impenetrable es el corazón de los reyescomo alto es el cielo y profunda la tierra.,NVI
PRO,25,4,"Quita la escoria de la plata,y de allí saldrá material para el orfebre;",NVI
PRO,25,5,"quita de la presencia del rey al malvado,y el rey afirmará su trono en la justicia.",NVI
PRO,25,6,"No te des importancia en presencia del rey,ni reclames un lugar entre los magnates;",NVI
PRO,25,7,"vale más que el rey te diga: «Sube acá»,y no que te humille ante gente importante.Lo que veas con tus ojos",NVI
PRO,25,8,"no lo lleves de inmediato al tribunal,pues ¿qué harás si al finaltu prójimo te pone en vergüenza?",NVI
PRO,25,9,"Defiende tu causa contra tu prójimo,pero no traiciones la confianza de nadie,",NVI
PRO,25,10,no sea que te avergüence el que te oigay ya no puedas quitarte la infamia.,NVI
PRO,25,11,Como naranjas de oro con incrustaciones de platason las palabras dichas a tiempo.,NVI
PRO,25,12,Como anillo o collar de oro finoson los regaños del sabio en oídos atentos.,NVI
PRO,25,13,"Como frescura de nieve en día de veranoes el mensajero confiable para quien lo envía,pues infunde nuevo ánimo en sus amos.",NVI
PRO,25,14,"Nubes y viento, y nada de lluvia,es quien presume de dar y nunca da nada.",NVI
PRO,25,15,Con paciencia se convence al gobernante.¡La lengua amable quebranta hasta los huesos!,NVI
PRO,25,16,"Si encuentras miel, no te empalagues;la mucha miel provoca náuseas.",NVI
PRO,25,17,No frecuentes la casa de tu amigo;no sea que lo fastidies y llegue a aborrecerte.,NVI
PRO,25,18,"Un mazo, una espada, una aguda saeta,¡eso es el falso testigo contra su amigo!",NVI
PRO,25,19,Confiar en gente desleal en momentos de angustiaes como tener un diente picado o una pierna rota.,NVI
PRO,25,20,Dedicarle canciones al corazón afligidoes como echarle vinagre a una heridao como andar desabrigado en un día de frío.,NVI
PRO,25,21,"Si tu enemigo tiene hambre, dale de comer;si tiene sed, dale de beber.",NVI
PRO,25,22,"Actuando así, harás que se avergüence de su conducta,y el Señor te lo recompensará.",NVI
PRO,25,23,"Con el viento del norte vienen las lluvias;con la lengua viperina, las malas caras.",NVI
PRO,25,24,Más vale habitar en un rincón de la azoteaque compartir el techo con mujer pendenciera.,NVI
PRO,25,25,Como el agua fresca a la garganta resecason las buenas noticias desde lejanas tierras.,NVI
PRO,25,26,"Manantial turbio, contaminado pozo,es el justo que flaquea ante el impío.",NVI
PRO,25,27,"No hace bien comer mucha miel,ni es honroso buscar la propia gloria.",NVI
PRO,26,1,"Ni la nieve es para el verano,ni la lluvia para la cosecha,ni los honores para el necio.",NVI
PRO,26,2,"Como el gorrión sin rumbo o la golondrina sin nido,la maldición sin motivo jamás llega a su destino.",NVI
PRO,26,3,"El látigo es para los caballos,el freno para los asnos,y el garrote para la espalda del necio.",NVI
PRO,26,4,"No respondas al necio según su necedad,o tú mismo pasarás por necio.",NVI
PRO,26,5,"Respóndele al necio como se merece,para que no se tenga por sabio.",NVI
PRO,26,6,Enviar un mensaje por medio de un necioes como cortarse los pies o sufrir violencia.,NVI
PRO,26,7,"Inútil es el proverbio en la boca del necio,como inútiles son las piernas de un tullido.",NVI
PRO,26,8,Rendirle honores al necio es tan absurdocomo atar una piedra a la honda.,NVI
PRO,26,9,El proverbio en la boca del necioes como espina en la mano del borracho.,NVI
PRO,26,10,Como arquero que hiere a todo el que pasaes quien contrata al necio en su casa.,NVI
PRO,26,11,"Como vuelve el perro a su vómito,así el necio insiste en su necedad.",NVI
PRO,26,12,¿Te has fijado en quien se cree muy sabio?Más se puede esperar de un necio que de gente así.,NVI
PRO,26,13,Dice el perezoso: «Hay una fiera en el camino.¡Por las calles un león anda suelto!»,NVI
PRO,26,14,"Sobre sus goznes gira la puerta;sobre la cama, el perezoso.",NVI
PRO,26,15,"El perezoso mete la mano en el plato,pero le pesa llevarse el bocado a la boca.",NVI
PRO,26,16,El perezoso se cree más sabioque siete sabios que saben responder.,NVI
PRO,26,17,Meterse en pleitos ajenoses como agarrar a un perro por las orejas.,NVI
PRO,26,18,"Como loco que disparamortíferas flechas encendidas,",NVI
PRO,26,19,es quien engaña a su amigo y explica:«¡Tan solo estaba bromeando!»,NVI
PRO,26,20,Sin leña se apaga el fuego;sin chismes se acaba el pleito.,NVI
PRO,26,21,"Con el carbón se hacen brasas, con la leña se prende fuego,y con un pendenciero se inician los pleitos.",NVI
PRO,26,22,Los chismes son como ricos bocados:se deslizan hasta las entrañas.,NVI
PRO,26,23,Como baño de plata sobre vasija de barroson los labios zalameros de un corazón malvado.,NVI
PRO,26,24,"El que odia se esconde tras sus palabras,pero en lo íntimo alberga perfidia.",NVI
PRO,26,25,"No le creas, aunque te hable con dulzura,porque su corazón rebosa de abominaciones.",NVI
PRO,26,26,"Tal vez disimule con engaños su odio,pero en la asamblea se descubrirá su maldad.",NVI
PRO,26,27,"Cava una fosa, y en ella caerás;echa a rodar piedras, y te aplastarán.",NVI
PRO,27,1,"No te jactes del día de mañana,porque no sabes lo que el día traerá.",NVI
PRO,27,2,No te jactes de ti mismo;que sean otros los que te alaben.,NVI
PRO,27,3,"Pesada es la piedra, pesada es la arena,pero más pesada es la ira del necio.",NVI
PRO,27,4,"Cruel es la furia, y arrolladora la ira,pero ¿quién puede enfrentarse a la envidia?",NVI
PRO,27,5,Más vale ser reprendido con franquezaque ser amado en secreto.,NVI
PRO,27,6,Más confiable es el amigo que hiereque el enemigo que besa.,NVI
PRO,27,7,"Al que no tiene hambre, hasta la miel lo empalaga;al hambriento, hasta lo amargo le es dulce.",NVI
PRO,27,8,Como ave que vaga lejos del nidoes el hombre que vaga lejos del hogar.,NVI
PRO,27,9,El perfume y el incienso alegran el corazón;la dulzura de la amistad fortalece el ánimo.,NVI
PRO,27,10,No abandones a tu amigo ni al amigo de tu padre.No vayas a la casa de tu hermano cuando tengas un problema.Más vale vecino cercano que hermano distante.,NVI
PRO,27,11,"Hijo mío, sé sabio y alegra mi corazón;así podré responder a los que me desprecian.",NVI
PRO,27,12,El prudente ve el peligro y lo evita;el inexperto sigue adelante y sufre las consecuencias.,NVI
PRO,27,13,Toma la prenda del que salga fiador por un extraño;retenla en garantía si la entrega por la mujer ajena.,NVI
PRO,27,14,El mejor saludo se juzga una impertinenciacuando se da a gritos y de madrugada.,NVI
PRO,27,15,Gotera constante en un día lluviosoes la mujer que siempre pelea.,NVI
PRO,27,16,Quien la domine podrá dominar el vientoy retener aceite en la mano.,NVI
PRO,27,17,"El hierro se afila con el hierro,y el hombre en el trato con el hombre.",NVI
PRO,27,18,"El que cuida de la higuera comerá de sus higos,y el que vela por su amo recibirá honores.",NVI
PRO,27,19,"En el agua se refleja el rostro,y en el corazón se refleja la persona.",NVI
PRO,27,20,"El sepulcro, la muerte y los ojos del hombrejamás se dan por satisfechos.",NVI
PRO,27,21,"En el crisol se prueba la plata;en el horno se prueba el oro;ante las alabanzas, el hombre.",NVI
PRO,27,22,"Aunque al necio lo muelas y lo remuelas,y lo machaques como al grano,no le quitarás la necedad.",NVI
PRO,27,23,Asegúrate de saber cómo están tus rebaños;cuida mucho de tus ovejas;,NVI
PRO,27,24,pues las riquezas no son eternasni la fortuna está siempre segura.,NVI
PRO,27,25,"Cuando se limpien los campos y brote el verdor,y en los montes se recoja la hierba,",NVI
PRO,27,26,"las ovejas te darán para el vestido,y las cabras para comprar un campo;",NVI
PRO,28,1,El malvado huye aunque nadie lo persiga;pero el justo vive confiado como un león.,NVI
PRO,28,2,"Cuando hay rebelión en el país,los caudillos se multiplican;cuando el gobernante es entendido,se mantiene el orden.",NVI
PRO,28,3,El gobernante que oprime a los pobreses como violenta lluvia que arrasa la cosecha.,NVI
PRO,28,4,Los que abandonan la ley alaban a los malvados;los que la obedecen luchan contra ellos.,NVI
PRO,28,5,Los malvados nada entienden de la justicia;los que buscan al Señor lo entienden todo.,NVI
PRO,28,6,Más vale pobre pero honradoque rico pero perverso.,NVI
PRO,28,7,El hijo entendido se sujeta a la ley;el derrochador deshonra a su padre.,NVI
PRO,28,8,El que amasa riquezas mediante la usuralas acumula para el que se compadece de los pobres.,NVI
PRO,28,9,Dios aborrece hasta la oracióndel que se niega a obedecer la ley.,NVI
PRO,28,10,El que lleva a los justos por el mal caminocaerá en su propia trampa;pero los íntegros heredarán el bien.,NVI
PRO,28,11,El rico se las da de sabio;el pobre pero inteligente lo desenmascara.,NVI
PRO,28,12,"Cuando los justos triunfan, se hace gran fiesta;cuando los impíos se imponen, todo el mundo se esconde.",NVI
PRO,28,13,Quien encubre su pecado jamás prospera;quien lo confiesa y lo deja halla perdón.,NVI
PRO,28,14,¡Dichoso el que siempre teme al SeñorPero el obstinado caerá en la desgracia.,NVI
PRO,28,15,"Un león rugiente, un oso hambriento,es el gobernante malvado que oprime a los pobres.",NVI
PRO,28,16,El gobernante falto de juicio es terrible opresor;el que odia las riquezas prolonga su vida.,NVI
PRO,28,17,El que es perseguido por homicidioserá un fugitivo hasta la muerte.¡Que nadie le brinde su apoyo!,NVI
PRO,28,18,El que es honrado se mantendrá a salvo;el de caminos perversos caerá en la fosa.,NVI
PRO,28,19,El que trabaja la tierra tendrá abundante comida;el que sueña despierto solo abundará en pobreza.,NVI
PRO,28,20,El hombre fiel recibirá muchas bendiciones;el que tiene prisa por enriquecerse no quedará impune.,NVI
PRO,28,21,No es correcto mostrarse parcial con nadie.Hay quienes pecan hasta por un mendrugo de pan.,NVI
PRO,28,22,"El tacaño ansía enriquecerse,sin saber que la pobreza lo aguarda.",NVI
PRO,28,23,"A fin de cuentas, más se apreciaal que reprende que al que adula.",NVI
PRO,28,24,"El que roba a su padre o a su madre,e insiste en que no ha pecado,amigo es de gente perversa.",NVI
PRO,28,25,"El que es ambicioso provoca peleas,pero el que confía en el Señor prospera.",NVI
PRO,28,26,Necio es el que confía en sí mismo;el que actúa con sabiduría se pone a salvo.,NVI
PRO,28,27,El que ayuda al pobre no conocerá la pobreza;el que le niega su ayuda será maldecido.,NVI
PRO,29,1,El que es reacio a las reprensionesserá destruido de repente y sin remedio.,NVI
PRO,29,2,"Cuando los justos prosperan, el pueblo se alegra;cuando los impíos gobiernan, el pueblo gime.",NVI
PRO,29,3,El que ama la sabiduría alegra a su padre;el que frecuenta rameras derrocha su fortuna.,NVI
PRO,29,4,"Con justicia el rey da estabilidad al país;cuando lo abruma con tributos, lo destruye.",NVI
PRO,29,5,El que adula a su prójimole tiende una trampa.,NVI
PRO,29,6,"Al malvado lo atrapa su propia maldad,pero el justo puede cantar de alegría.",NVI
PRO,29,7,El justo se ocupa de la causa del desvalido;el malvado ni sabe de qué se trata.,NVI
PRO,29,8,"Los insolentes conmocionan a la ciudad,pero los sabios apaciguan los ánimos.",NVI
PRO,29,9,"Cuando el sabio entabla pleito contra un necio,aunque se enoje o se ría, nada arreglará.",NVI
PRO,29,10,"Los asesinos aborrecen a los íntegros,y tratan de matar a los justos.",NVI
PRO,29,11,"El necio da rienda suelta a su ira,pero el sabio sabe dominarla.",NVI
PRO,29,12,"Cuando un gobernante se deja llevar por mentiras,todos sus oficiales se corrompen.",NVI
PRO,29,13,Algo en común tienen el pobre y el opresor:a los dos el Señor les ha dado la vista.,NVI
PRO,29,14,El rey que juzga al pobre según la verdadafirma su trono para siempre.,NVI
PRO,29,15,"La vara de la disciplina imparte sabiduría,pero el hijo malcriado avergüenza a su madre.",NVI
PRO,29,16,"Cuando prospera el impío, prospera el pecado,pero los justos presenciarán su caída.",NVI
PRO,29,17,"Disciplina a tu hijo, y te traerá tranquilidad;te dará muchas satisfacciones.",NVI
PRO,29,18,"Donde no hay visión, el pueblo se extravía;¡dichosos los que son obedientes a la ley!",NVI
PRO,29,19,"No solo con palabras se corrige al siervo;aunque entienda, no obedecerá.",NVI
PRO,29,20,¿Te has fijado en los que hablan sin pensar?¡Más se puede esperar de un necio que de gente así!,NVI
PRO,29,21,Quien consiente a su criado cuando este es niñoal final habrá de lamentarlo.,NVI
PRO,29,22,El hombre iracundo provoca peleas;el hombre violento multiplica sus crímenes.,NVI
PRO,29,23,"El altivo será humillado,pero el humilde será enaltecido.",NVI
PRO,29,24,"El cómplice del ladrón atenta contra sí mismo;aunque esté bajo juramento, no testificará.",NVI
PRO,29,25,"Temer a los hombres resulta una trampa,pero el que confía en el Señor sale bien librado.",NVI
PRO,29,26,"Muchos buscan el favor del gobernante,pero solo el Señor hace justicia.",NVI
PRO,30,1,"Dichos de Agur hijo de Jaqué. Oráculo. Palabras de este varón:«Cansado estoy, oh Dios;cansado estoy, oh Dios, y débil.",NVI
PRO,30,2,»Soy el más ignorante de todos los hombres;no hay en mí discernimiento humano.,NVI
PRO,30,3,"No he adquirido sabiduría,ni tengo conocimiento del Dios santo.",NVI
PRO,30,4,»¿Quién ha subido a los cielosy descendido de ellos?¿Quién puede atrapar el viento en su puñoo envolver el mar en su manto?¿Quién ha establecido los límites de la tierra?¿Quién conoce su nombre o el de su hijo?,NVI
PRO,30,5,»Toda palabra de Dios es digna de crédito;Dios protege a los que en él buscan refugio.,NVI
PRO,30,6,"No añadas nada a sus palabras,no sea que te reprenday te exponga como a un mentiroso.",NVI
PRO,30,7,"»Solo dos cosas te pido, Señorno me las niegues antes de que muera:",NVI
PRO,30,8,"Aleja de mí la falsedad y la mentira;no me des pobreza ni riquezas,sino solo el pan de cada día.",NVI
PRO,30,9,"Porque teniendo mucho, podría desconocertey decir: “¿Y quién es el Señor?”Y teniendo poco, podría llegar a robary deshonrar así el nombre de mi Dios.",NVI
PRO,30,10,"»No ofendas al esclavo delante de su amo,pues podría maldecirte y sufrirías las consecuencias.",NVI
PRO,30,11,»Hay quienes maldicen a su padrey no bendicen a su madre.,NVI
PRO,30,12,"Hay quienes se creen muy puros,pero no se han purificado de su impureza.",NVI
PRO,30,13,"Hay quienes se creen muy importantes,y a todos miran con desdén.",NVI
PRO,30,14,Hay quienes tienen espadas por dientesy cuchillos por mandíbulas;para devorar a los pobres de la tierray a los menesterosos de este mundo.,NVI
PRO,30,15,"»La sanguijuela tiene dos hijasque solo dicen: “Dame, dame”.»Tres cosas hay que nunca se sacian,y una cuarta que nunca dice “¡Basta!”:",NVI
PRO,30,16,"el sepulcro, el vientre estéril,la tierra, que nunca se sacia de agua,y el fuego, que no se cansa de consumir.",NVI
PRO,30,17,"»Al que mira con desdén a su padre,y rehúsa obedecer a su madre,que los cuervos del valle le saquen los ojosy que se lo coman vivo los buitres.",NVI
PRO,30,18,"»Tres cosas hay que me causan asombro,y una cuarta que no alcanzo a comprender:",NVI
PRO,30,19,"el rastro del águila en el cielo,el rastro de la serpiente en la roca,el rastro del barco en alta mar,y el rastro del hombre en la mujer.",NVI
PRO,30,20,"»Así procede la adúltera:come, se limpia la boca,y afirma: “Nada malo he cometido”.",NVI
PRO,30,21,"»Tres cosas hacen temblar la tierra,y una cuarta la hace estremecer:",NVI
PRO,30,22,"el siervo que llega a ser rey,el necio al que le sobra comida,",NVI
PRO,30,23,"la mujer rechazada que llega a casarse,y la criada que suplanta a su señora.",NVI
PRO,30,24,"»Cuatro cosas hay pequeñas en el mundo,pero que son más sabias que los sabios:",NVI
PRO,30,25,"las hormigas, animalejos de escasas fuerzas,pero que almacenan su comida en el verano;",NVI
PRO,30,26,"los tejones, animalejos de poca monta,pero que construyen su casa entre las rocas;",NVI
PRO,30,27,"las langostas, que no tienen rey,pero que avanzan en formación perfecta;",NVI
PRO,30,28,"las lagartijas, que se atrapan con la mano,pero que habitan hasta en los palacios.",NVI
PRO,30,29,"»Tres cosas hay que caminan con garbo,y una cuarta de paso imponente:",NVI
PRO,30,30,"el león, poderoso entre las bestias,que no retrocede ante nada;",NVI
PRO,30,31,"el gallo engreído, el macho cabrío,y el rey al frente de su ejército.",NVI
PRO,30,32,"»Si como un necio te has engreído,o si algo maquinas, ponte a pensar",NVI
PRO,31,1,Los dichos del rey Lemuel. Oráculo mediante el cual su madre lo instruyó:,NVI
PRO,31,2,"«¿Qué pasa, hijo mío?¿Qué pasa, hijo de mis entrañas?¿Qué pasa, fruto de mis votos al Señor",NVI
PRO,31,3,"No gastes tu vigor en las mujeres,ni tu fuerza en las que arruinan a los reyes.",NVI
PRO,31,4,"»No conviene que los reyes, oh Lemuel,no conviene que los reyes se den al vino,ni que los gobernantes se entreguen al licor,",NVI
PRO,31,5,no sea que al beber se olviden de lo que la ley ordenay priven de sus derechos a todos los oprimidos.,NVI
PRO,31,6,"Dales licor a los moribundos,y vino a los amargados;",NVI
PRO,31,7,¡que beban y se olviden de su pobreza!¡que no vuelvan a acordarse de sus penas!,NVI
PRO,31,8,»¡Levanta la voz por los que no tienen voz!¡Defiende los derechos de los desposeídos!,NVI
PRO,31,9,"¡Levanta la voz, y hazles justicia¡Defiende a los pobres y necesitados!»",NVI
PRO,31,10,"Mujer ejemplar, ¿dónde se hallará?¡Es más valiosa que las piedras preciosas!",NVI
PRO,31,11,Su esposo confía plenamente en ellay no necesita de ganancias mal adquiridas.,NVI
PRO,31,12,"Ella le es fuente de bien, no de mal,todos los días de su vida.",NVI
PRO,31,13,"Anda en busca de lana y de lino,y gustosa trabaja con sus manos.",NVI
PRO,31,14,"Es como los barcos mercantes,que traen de muy lejos su alimento.",NVI
PRO,31,15,"Se levanta de madrugada,da de comer a su familiay asigna tareas a sus criadas.",NVI
PRO,31,16,Calcula el valor de un campo y lo compra;con sus ganancias planta un viñedo.,NVI
PRO,31,17,Decidida se ciñe la cinturay se apresta para el trabajo.,NVI
PRO,31,18,"Se complace en la prosperidad de sus negocios,y no se apaga su lámpara por la noche.",NVI
PRO,31,19,Con una mano sostiene el husoy con la otra tuerce el hilo.,NVI
PRO,31,20,"Tiende la mano al pobre,y con ella sostiene al necesitado.",NVI
PRO,31,21,"Si nieva, no tiene que preocuparse de su familia,pues todos están bien abrigados.",NVI
PRO,31,22,"Las colchas las cose ella misma,y se viste de púrpura y lino fino.",NVI
PRO,31,23,Su esposo es respetado en la comunidad;ocupa un puesto entre las autoridades del lugar.,NVI
PRO,31,24,Confecciona ropa de lino y la vende;provee cinturones a los comerciantes.,NVI
PRO,31,25,"Se reviste de fuerza y dignidad,y afronta segura el porvenir.",NVI
PRO,31,26,"Cuando habla, lo hace con sabiduría;cuando instruye, lo hace con amor.",NVI
PRO,31,27,"Está atenta a la marcha de su hogar,y el pan que come no es fruto del ocio.",NVI
PRO,31,28,Sus hijos se levantan y la felicitan;también su esposo la alaba:,NVI
PRO,31,29,"«Muchas mujeres han realizado proezas,pero tú las superas a todas».",NVI
PRO,31,30,Engañoso es el encanto y pasajera la belleza;la mujer que teme al Señor es digna de alabanza.,NVI
